,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
168,181,169,Monet,Alligatoah,419319,https://open.spotify.com/track/2vS1HmVoOpvWeFKf7HnWdJ,1,182,2vS1HmVoOpvWeFKf7HnWdJ,0.852,0.795,0.154,https://api.spotify.com/v1/audio-analysis/2vS1HmVoOpvWeFKf7HnWdJ,186299,2vS1HmVoOpvWeFKf7HnWdJ,0.0,7,0.192,-4.142,1,0.0862,97.029,4,https://api.spotify.com/v1/tracks/2vS1HmVoOpvWeFKf7HnWdJ,audio_features,spotify:track:2vS1HmVoOpvWeFKf7HnWdJ,0.931,['german pop']
169,182,170,Vermissen (feat. Henning May),Juju,415351,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz,1,183,07f2b3CTdgKKlhv0mqUksz,0.717,0.668,0.169,https://api.spotify.com/v1/audio-analysis/07f2b3CTdgKKlhv0mqUksz,161882,07f2b3CTdgKKlhv0mqUksz,0.0,9,0.0673,-5.003,0,0.0554,89.045,4,https://api.spotify.com/v1/tracks/07f2b3CTdgKKlhv0mqUksz,audio_features,spotify:track:07f2b3CTdgKKlhv0mqUksz,0.464,"['j-pop', 'japanese r&b']"
172,183,173,ONLY YOU (feat. Dhurata Dora),GIMS,410698,https://open.spotify.com/track/3QNjxtei6jekNeNJzRbwI6,1,184,3QNjxtei6jekNeNJzRbwI6,0.683,0.683,0.184,https://api.spotify.com/v1/audio-analysis/3QNjxtei6jekNeNJzRbwI6,217693,3QNjxtei6jekNeNJzRbwI6,0.000512,1,0.13,-5.589,1,0.0991,94.923,4,https://api.spotify.com/v1/tracks/3QNjxtei6jekNeNJzRbwI6,audio_features,spotify:track:3QNjxtei6jekNeNJzRbwI6,0.405,"['francoton', 'french hip hop', 'rap conscient']"
173,184,174,Leave The Door Open,Bruno Mars,403505,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,1,185,7MAibcTli4IisCtbHKrGMh,0.586,0.616,0.182,https://api.spotify.com/v1/audio-analysis/7MAibcTli4IisCtbHKrGMh,242096,7MAibcTli4IisCtbHKrGMh,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,https://api.spotify.com/v1/tracks/7MAibcTli4IisCtbHKrGMh,audio_features,spotify:track:7MAibcTli4IisCtbHKrGMh,0.719,"['dance pop', 'pop']"
174,185,175,Irgendwann ist jetzt,Max Giesinger,402263,https://open.spotify.com/track/3gMi9DLCVNNAnj9URmWNlD,1,186,3gMi9DLCVNNAnj9URmWNlD,0.829,0.618,0.0784,https://api.spotify.com/v1/audio-analysis/3gMi9DLCVNNAnj9URmWNlD,178673,3gMi9DLCVNNAnj9URmWNlD,3.38e-06,2,0.0544,-5.104,1,0.0501,113.01,4,https://api.spotify.com/v1/tracks/3gMi9DLCVNNAnj9URmWNlD,audio_features,spotify:track:3gMi9DLCVNNAnj9URmWNlD,0.887,"['german pop', 'german pop rock']"
175,186,176,Someone You Loved,Lewis Capaldi,402208,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,1,187,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.751,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,7qEHsqek33rTcFNT9PFqLf,0.0,1,0.105,-5.679,1,0.0319,109.891,4,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,audio_features,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.446,"['pop', 'uk pop']"
176,187,177,Jalebi Baby (Tesher x Jason Derulo),Tesher,400612,https://open.spotify.com/track/6FvSS3Goz7OC8oCC2eWqe8,1,188,6FvSS3Goz7OC8oCC2eWqe8,0.691,0.829,0.0289,https://api.spotify.com/v1/audio-analysis/6FvSS3Goz7OC8oCC2eWqe8,169154,6FvSS3Goz7OC8oCC2eWqe8,0.0,0,0.254,-7.179,1,0.0412,93.059,4,https://api.spotify.com/v1/tracks/6FvSS3Goz7OC8oCC2eWqe8,audio_features,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,0.866,['desi pop']
179,188,180,SHUM,Go_A,398834,https://open.spotify.com/track/7mEDVrAHDnQJStDo8jKJJm,1,189,7mEDVrAHDnQJStDo8jKJJm,0.527,0.737,0.05,https://api.spotify.com/v1/audio-analysis/7mEDVrAHDnQJStDo8jKJJm,172675,7mEDVrAHDnQJStDo8jKJJm,7.85e-05,4,0.105,-5.34,1,0.0642,116.431,4,https://api.spotify.com/v1/tracks/7mEDVrAHDnQJStDo8jKJJm,audio_features,spotify:track:7mEDVrAHDnQJStDo8jKJJm,0.499,['eurovision']
180,189,181,Elbe,Bozza,398485,https://open.spotify.com/track/2kvJnNMqnimkCZUUWjOINy,1,190,2kvJnNMqnimkCZUUWjOINy,0.736,0.559,0.108,https://api.spotify.com/v1/audio-analysis/2kvJnNMqnimkCZUUWjOINy,195654,2kvJnNMqnimkCZUUWjOINy,1.89e-05,5,0.145,-6.738,0,0.0605,94.996,4,https://api.spotify.com/v1/tracks/2kvJnNMqnimkCZUUWjOINy,audio_features,spotify:track:2kvJnNMqnimkCZUUWjOINy,0.131,"['german hip hop', 'german underground rap']"
182,190,183,Close Your Eyes,Felix Jaehn,395256,https://open.spotify.com/track/7N06jo3EnV792VFaG8vuW6,1,191,7N06jo3EnV792VFaG8vuW6,0.818,0.823,0.0663,https://api.spotify.com/v1/audio-analysis/7N06jo3EnV792VFaG8vuW6,160794,7N06jo3EnV792VFaG8vuW6,1.17e-05,11,0.133,-3.563,0,0.2,128.136,4,https://api.spotify.com/v1/tracks/7N06jo3EnV792VFaG8vuW6,audio_features,spotify:track:7N06jo3EnV792VFaG8vuW6,0.52,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']"
